tX,tY,tZ,rX,rY,rZ,rW,time(s)
0.1613482,9.642721,-2.078182,0.04054114,-0.754404,0.04680213,0.6534836,162.8003
0.1603908,9.642369,-2.07795,0.04038844,-0.7545568,0.04664627,0.6533278,162.8336
0.159895,9.642117,-2.077872,0.04038841,-0.7545568,0.04664629,0.6533278,162.867
0.1591561,9.641743,-2.077856,0.04038838,-0.7545568,0.04664634,0.6533278,162.9003
0.1578571,9.641924,-2.077641,0.03364891,-0.7670832,0.04036885,0.6393916,162.9337
0.1567769,9.641969,-2.077399,0.02913895,-0.7848505,0.03701255,0.6178922,162.967
0.1555446,9.641461,-2.077466,0.02690363,-0.8084249,0.03706374,0.5868149,163.0003
0.1541992,9.641387,-2.07734,0.02689847,-0.8288052,0.03999153,0.5574577,163.0336
0.1530313,9.64093,-2.077228,0.02895847,-0.8333349,0.04385542,0.5502647,163.067
0.1517241,9.640933,-2.077322,0.02895847,-0.833335,0.04385544,0.5502646,163.1003
0.1504456,9.641286,-2.077163,0.02906889,-0.8334454,0.04404362,0.5500765,163.1337
0.1496175,9.64128,-2.077202,0.02930897,-0.8334261,0.04440721,0.5500637,163.167
0.1485646,9.641369,-2.077015,0.02915996,-0.8337955,0.04424452,0.5495245,163.2003
0.1481253,9.641154,-2.077283,0.0281778,-0.8415332,0.04410279,0.5376644,163.2337
0.1467691,9.641278,-2.07732,0.02550462,-0.8650067,0.04419768,0.4991589,163.267
0.1460269,9.641571,-2.077345,0.02385804,-0.8828188,0.04510777,0.466934,163.3003
0.1451297,9.641244,-2.077525,0.02291849,-0.8969035,0.04680838,0.4391446,163.3336
0.1444202,9.641488,-2.077499,0.02292722,-0.9011197,0.04801415,0.4302935,163.367
0.1432374,9.641438,-2.077702,0.02310443,-0.9011925,0.04841237,0.4300869,163.4003
0.1419881,9.640939,-2.07777,0.02310443,-0.9011924,0.04841237,0.4300869,163.4337
0.141413,9.640899,-2.078017,0.0231044,-0.9011924,0.04841238,0.4300869,163.467
0.1406288,9.640611,-2.078047,0.02332538,-0.9000528,0.04854807,0.4324397,163.5003
0.139726,9.640035,-2.078314,0.02307537,-0.9038634,0.04914917,0.4243617,163.5336
0.1387943,9.639988,-2.07843,0.02312896,-0.9034001,0.04912396,0.4253473,163.567
0.1378498,9.640223,-2.078601,0.023204,-0.8942041,0.04666755,0.4446153,163.6003
0.1368048,9.640432,-2.078714,0.01827458,-0.8857152,0.03499333,0.4625475,163.6337
0.1356306,9.640779,-2.079147,0.01104805,-0.8806512,0.02056137,0.4731899,163.667
0.1347957,9.641189,-2.079188,0.004090697,-0.8768005,0.007460363,0.4807792,163.7003
0.1339085,9.641351,-2.079576,-0.004265606,-0.8723568,-0.007613108,0.4887921,163.7337
0.132659,9.641371,-2.079679,-0.006520182,-0.8716722,-0.01160111,0.4899089,163.767
0.1319886,9.641829,-2.080063,-0.007378131,-0.8715436,-0.01312079,0.4900869,163.8003
0.1314109,9.641727,-2.080236,-0.007378131,-0.8715437,-0.01312085,0.4900869,163.8336
0.1304096,9.641437,-2.080617,-0.007378042,-0.8715436,-0.01312085,0.4900869,163.867
0.1299263,9.641161,-2.080934,-0.004358679,-0.8732068,-0.007810965,0.4872678,163.9003
0.128929,9.641375,-2.081067,0.005688876,-0.8756151,0.01031598,0.4828659,163.9337
0.127703,9.641529,-2.081583,0.0159345,-0.8764549,0.02907491,0.480341,163.967
0.1269821,9.641192,-2.081656,0.01913694,-0.8768661,0.03502685,0.479075,164.0003
0.126281,9.640596,-2.08222,0.02506632,-0.8777071,0.04619063,0.476307,164.0337
0.125021,9.640419,-2.082578,0.03120211,-0.879482,0.05822232,0.471326,164.067
0.1245508,9.640258,-2.0829,0.03401631,-0.8803264,0.06387474,0.468816,164.1003
0.1232045,9.64049,-2.083286,0.0403282,-0.8819575,0.07677341,0.4632822,164.1337
0.1220486,9.639812,-2.083794,0.04009339,-0.8827813,0.07665114,0.4617511,164.167
0.121618,9.639753,-2.084051,0.03629184,-0.886415,0.0705407,0.4560433,164.2003
0.1209688,9.639228,-2.084499,0.03629184,-0.8864151,0.07054068,0.4560433,164.2337
0.1199122,9.638591,-2.085084,0.03629178,-0.8864149,0.07054067,0.4560432,164.267
0.1192876,9.638641,-2.085442,0.03629178,-0.8864149,0.07054071,0.4560433,164.3003
0.1188171,9.638276,-2.085641,0.03846392,-0.8861657,0.07480268,0.4556706,164.3336
0.1180572,9.637747,-2.086264,0.0461112,-0.8843068,0.0894347,0.4559351,164.367
0.1174511,9.637937,-2.086462,0.05450407,-0.8810946,0.1048692,0.4579349,164.4003
0.1167402,9.637644,-2.087004,0.0649243,-0.8776447,0.1243213,0.4583329,164.4337
0.1161267,9.637451,-2.087437,0.07513803,-0.8745614,0.1438026,0.4569656,164.467
0.1149994,9.6369,-2.087799,0.0832012,-0.8718839,0.1592342,0.4555665,164.5003
0.1142704,9.63675,-2.088254,0.08363873,-0.8728576,0.1611836,0.4529286,164.5337
0.1133493,9.636079,-2.089178,0.0836387,-0.8728576,0.1611836,0.4529286,164.567
0.1122066,9.635543,-2.089216,0.08363867,-0.8728575,0.1611836,0.4529285,164.6003
0.1119362,9.635031,-2.08963,0.0836387,-0.8728576,0.1611836,0.4529285,164.6337
0.1115496,9.634903,-2.090261,0.0836387,-0.8728576,0.1611837,0.4529285,164.667
0.1111366,9.634462,-2.09108,0.08486792,-0.8720728,0.1632039,0.4534877,164.7003
0.1105152,9.634102,-2.091646,0.09258994,-0.8689123,0.1777694,0.4525669,164.7337
0.1098855,9.633229,-2.092321,0.1003615,-0.8655646,0.1924854,0.4513035,164.767
0.1091674,9.632848,-2.092704,0.1035439,-0.8646586,0.1992247,0.4493926,164.8003
0.1088617,9.632073,-2.093286,0.1040947,-0.8653508,0.2015724,0.4468789,164.8336
0.1080115,9.631691,-2.094125,0.1022064,-0.8696521,0.2027743,0.4383396,164.867
0.107328,9.631393,-2.094473,0.09591243,-0.8813651,0.2034791,0.4154427,164.9003
0.1070421,9.631367,-2.094981,0.08056617,-0.9046929,0.1976684,0.3687369,164.9337
0.106734,9.630977,-2.095426,0.06701306,-0.9247423,0.1929781,0.3211237,164.967
0.1062797,9.630968,-2.095917,0.06368148,-0.9294894,0.1918535,0.3085234,165.0003
0.1058162,9.631006,-2.096419,0.06368154,-0.9294893,0.1918534,0.3085234,165.0337
0.1053506,9.630747,-2.097181,0.0636397,-0.9295565,0.1918674,0.3083206,165.067
0.1048287,9.630256,-2.097673,0.0636397,-0.9295566,0.1918674,0.3083206,165.1003
0.1046003,9.629635,-2.098114,0.06363964,-0.9295566,0.1918674,0.3083206,165.1337
0.1038827,9.629077,-2.098921,0.06150097,-0.9329294,0.1925636,0.297959,165.167
0.1032337,9.628341,-2.099612,0.05809832,-0.9382657,0.1947324,0.2799312,165.2003
0.1026589,9.628403,-2.10048,0.05551031,-0.9423201,0.1981485,0.2639862,165.2337
0.1022412,9.627669,-2.101385,0.05481732,-0.943835,0.2029868,0.2548863,165.267
0.1018947,9.627663,-2.10187,0.05876079,-0.9392385,0.205431,0.2686563,165.3003
0.1009243,9.627138,-2.103038,0.06456578,-0.9315717,0.2052453,0.2930523,165.3336
0.09993953,9.626497,-2.103828,0.07115802,-0.9216256,0.2030541,0.3229735,165.367
0.09957639,9.62623,-2.10417,0.0747458,-0.9154311,0.2008517,0.3406722,165.4003
0.09869628,9.626058,-2.104773,0.07495949,-0.9148168,0.2000895,0.3427177,165.4337
0.09802893,9.625963,-2.104939,0.07497194,-0.9147109,0.1998572,0.3431331,165.467
0.09701561,9.625243,-2.105574,0.07497194,-0.9147109,0.1998572,0.3431331,165.5003
0.09661333,9.62449,-2.105746,0.0711486,-0.9185029,0.1937681,0.3372598,165.5337
0.09592348,9.624214,-2.106087,0.06227034,-0.9250053,0.1733187,0.3323377,165.567
0.09562062,9.624071,-2.10697,0.04561004,-0.9342277,0.1294269,0.3292216,165.6003
0.09526213,9.624158,-2.107432,0.03635538,-0.9352455,0.1007743,0.3373998,165.6337
0.09421586,9.623836,-2.108524,0.03547421,-0.9350325,0.09786321,0.3389376,165.667
0.09319171,9.623536,-2.109052,0.03675255,-0.9352599,0.1020145,0.3369439,165.7003
0.09279978,9.623137,-2.109316,0.03675255,-0.9352599,0.1020145,0.3369439,165.7337
0.09196182,9.622562,-2.110239,0.03675255,-0.9352599,0.1020145,0.3369439,165.767
0.0913198,9.622542,-2.110726,0.03722191,-0.93525,0.1034589,0.3364792,165.8003
0.09082612,9.622363,-2.111722,0.0366191,-0.9343591,0.1006788,0.3398469,165.8337
0.09041393,9.621889,-2.112045,0.03253162,-0.934459,0.08853787,0.3433501,165.867
0.08946468,9.62215,-2.113002,0.0289318,-0.9331081,0.07712521,0.3500344,165.9003
0.08841787,9.621541,-2.113666,0.026553,-0.9269673,0.06685217,0.3681814,165.9337
0.08787859,9.621868,-2.114396,0.02746856,-0.9184756,0.06482999,0.3891593,165.967
0.08735233,9.621966,-2.114914,0.02790874,-0.9173257,0.06535225,0.3917446,166.0003
0.08656397,9.62225,-2.115197,0.02799416,-0.9173113,0.06555238,0.3917385,166.0337
0.08598922,9.622305,-2.115305,0.02799416,-0.9173113,0.06555238,0.3917385,166.067
0.08489132,9.622586,-2.115918,0.02799416,-0.9173113,0.06555238,0.3917385,166.1003
0.0839598,9.622416,-2.116643,0.02679843,-0.915916,0.06203924,0.3956397,166.1337
0.08353729,9.622324,-2.116998,0.02190024,-0.9136983,0.04968388,0.4027497,166.167
0.08322804,9.622571,-2.117101,0.01718235,-0.9111416,0.03818795,0.4099602,166.2003
0.08203088,9.622918,-2.117754,0.00978601,-0.9057891,0.0209505,0.4230972,166.2337
0.08138433,9.623275,-2.11837,0.006275237,-0.903052,0.01320078,0.4292825,166.267
0.08105644,9.623653,-2.118646,0.005906016,-0.9028757,0.01241017,0.4296818,166.3003
0.08077461,9.624031,-2.118998,0.005806923,-0.9030658,0.0122157,0.429289,166.3337
0.07967161,9.62416,-2.11962,0.005668014,-0.9078778,0.01228085,0.4190167,166.367
0.07844037,9.624138,-2.120289,0.005475014,-0.9198178,0.01284373,0.3920973,166.4003
0.07724962,9.624552,-2.121044,0.005784869,-0.9403007,0.01600243,0.339919,166.4337
0.07707398,9.62457,-2.121318,0.005718529,-0.9510953,0.017639,0.3083404,166.467
0.07631844,9.624701,-2.121641,0.006045282,-0.9613885,0.02118726,0.2743113,166.5003
0.07584114,9.624272,-2.121987,0.006286353,-0.964796,0.02315767,0.2619022,166.5337
0.07486448,9.623861,-2.123134,0.006447405,-0.9648949,0.02379198,0.261477,166.567
0.07456528,9.623487,-2.123851,0.006447405,-0.9648949,0.02379198,0.261477,166.6003
0.07432534,9.623892,-2.124237,0.006447405,-0.9648949,0.02379198,0.261477,166.6337
0.07421195,9.623951,-2.124705,0.006447405,-0.9648949,0.02379198,0.261477,166.667
0.07349467,9.624068,-2.125197,0.00645259,-0.9648378,0.02379061,0.2616875,166.7003
0.07262583,9.624289,-2.125553,0.005938798,-0.9648827,0.02189602,0.2616995,166.7337
0.07212745,9.624263,-2.126397,0.003293484,-0.9654524,0.01221694,0.260272,166.767
0.07205866,9.624695,-2.127294,0.000767231,-0.9679245,0.002956226,0.2512225,166.8003
0.07149931,9.624454,-2.12815,-0.0004508793,-0.9732774,-0.001911253,0.2296235,166.8337
0.07089629,9.624088,-2.128656,-0.0005348027,-0.974856,-0.002339706,0.222823,166.867
0.07047769,9.623998,-2.129384,-0.0003937483,-0.9742214,-0.001700521,0.2255872,166.9003
0.06978609,9.623981,-2.130334,0.002820075,-0.9708586,0.011438,0.239363,166.9337
0.06916226,9.62375,-2.131402,0.007980615,-0.9684571,0.0312808,0.2470804,166.967
0.06824046,9.623798,-2.132241,0.01557547,-0.9668344,0.0608279,0.2475654,167.0003
0.06742417,9.623187,-2.132578,0.02510917,-0.9643537,0.0992308,0.2440178,167.0337
0.06676065,9.623014,-2.13383,0.02987096,-0.9623529,0.1183751,0.2428416,167.067
0.06653653,9.622643,-2.134132,0.03274581,-0.9605011,0.1285846,0.2446044,167.1003
0.06597606,9.622526,-2.134506,0.03277385,-0.9604478,0.1285775,0.2448139,167.1337
0.06575622,9.622498,-2.135081,0.0328019,-0.9603944,0.1285703,0.2450234,167.167
0.06562958,9.622263,-2.135814,0.0328019,-0.9603944,0.1285703,0.2450234,167.2003
0.06518281,9.621833,-2.136489,0.0328019,-0.9603944,0.1285703,0.2450234,167.2337
0.06513143,9.621619,-2.136816,0.03278306,-0.9601308,0.1276823,0.2465186,167.267
0.06454049,9.621391,-2.137695,0.03373536,-0.9593589,0.1305628,0.2478826,167.3003
0.06360469,9.621409,-2.138576,0.03774226,-0.9563615,0.1433557,0.2517878,167.3337
0.06292465,9.621427,-2.139089,0.03898743,-0.9553508,0.1470424,0.2533054,167.367
0.06209192,9.621579,-2.140059,0.04113486,-0.9536128,0.1533841,0.2557416,167.4003
0.06154942,9.621063,-2.141071,0.04149255,-0.9532551,0.15418,0.2565375,167.4337
0.06152419,9.620674,-2.141603,0.04140246,-0.9531651,0.1533121,0.2574056,167.467
0.0613743,9.62024,-2.142233,0.04123399,-0.9532652,0.1526882,0.2574326,167.5003
0.06058558,9.620418,-2.143409,0.04121104,-0.9532423,0.1524712,0.2576495,167.5337
0.06038009,9.620049,-2.144579,0.04158005,-0.9528043,0.1530408,0.2588699,167.567
0.05997164,9.61935,-2.144909,0.04205349,-0.952377,0.1542512,0.2596465,167.6003
0.05978415,9.619022,-2.145787,0.04203784,-0.9534417,0.1582685,0.2532446,167.6337
0.05922956,9.619114,-2.146699,0.03865394,-0.958818,0.1602359,0.2312971,167.667
0.05841433,9.618293,-2.147289,0.03194538,-0.9676209,0.1617071,0.1911543,167.7003
0.05776825,9.617962,-2.147787,0.02237007,-0.9771962,0.1633072,0.1338581,167.7337
0.05713467,9.617981,-2.148463,0.01607826,-0.9816649,0.1636138,0.09646818,167.767
0.05687461,9.618017,-2.149728,0.01567835,-0.9823347,0.1595433,0.09653392,167.8003
0.05619159,9.617743,-2.150753,0.01678863,-0.982091,0.1542302,0.1069048,167.8337
0.05626719,9.617194,-2.151994,0.01678863,-0.982091,0.1542302,0.1069048,167.867
0.0563435,9.617177,-2.152552,0.01678863,-0.982091,0.1542302,0.1069048,167.9003
0.05602659,9.616773,-2.153339,0.01671866,-0.9821916,0.1535874,0.1069158,167.9337
0.05629404,9.616218,-2.154132,0.01581255,-0.9827476,0.1543334,0.1006892,167.967
0.0563743,9.615753,-2.154694,0.01463068,-0.9827787,0.1611561,0.08922252,168.0003
0.05615038,9.615519,-2.155406,0.01248866,-0.9809091,0.1820219,0.06730059,168.0337
0.05593342,9.61493,-2.156049,0.01246569,-0.9794564,0.1908304,0.06398129,168.067
0.05535751,9.614925,-2.157355,0.01379153,-0.9775389,0.1991044,0.06771219,168.1003
0.05557131,9.614654,-2.158265,0.01870045,-0.9752604,0.2006355,0.09090027,168.1337
0.05520275,9.614167,-2.159208,0.02248642,-0.9745495,0.1914196,0.1144821,168.167
0.05476403,9.614004,-2.160039,0.02516532,-0.9742481,0.1746366,0.1403901,168.2003
0.05492706,9.613418,-2.160951,0.02526343,-0.9745523,0.1476045,0.1668009,168.2337
0.05475978,9.613152,-2.161361,0.02354974,-0.9747415,0.1250832,0.1835174,168.267
0.05473185,9.612444,-2.16184,0.02152514,-0.9743197,0.106275,0.197341,168.3003
0.05446684,9.612188,-2.162606,0.02123293,-0.9742259,0.1038996,0.1990928,168.3337
0.05445931,9.611517,-2.163408,0.02123293,-0.9742259,0.1038996,0.1990928,168.367
0.05431443,9.610901,-2.163983,0.02123293,-0.9742259,0.1038996,0.1990928,168.4003
0.05346941,9.61099,-2.164773,0.02123293,-0.9742259,0.1038996,0.1990928,168.4337
0.05274732,9.610588,-2.165318,0.02123293,-0.9742259,0.1038996,0.1990928,168.467
0.05255055,9.610868,-2.166173,0.02123293,-0.9742259,0.1038996,0.1990928,168.5003
0.05194862,9.610868,-2.167087,0.02019033,-0.9749516,0.09946164,0.1979119,168.5337
0.05144867,9.610433,-2.167496,0.01774928,-0.9758226,0.08666053,0.1998626,168.567
0.05101043,9.610594,-2.168632,0.01374507,-0.976614,0.06572254,0.2042464,168.6003
0.05062536,9.610833,-2.169258,0.008134484,-0.9780068,0.03885321,0.2047604,168.6337
0.04993557,9.610639,-2.169854,0.0048078,-0.9786851,0.02306384,0.2040109,168.667
0.04999823,9.610958,-2.171002,0.003246397,-0.9788771,0.01559088,0.2038283,168.7003
0.05002636,9.610995,-2.172217,0.003236234,-0.9790103,0.01559302,0.2031876,168.7337
0.04960965,9.611135,-2.172873,0.003308684,-0.9807709,0.01669116,0.1944191,168.767
0.04897428,9.611233,-2.174101,0.003170997,-0.9863864,0.01915467,0.1632941,168.8003
0.0483455,9.611419,-2.174815,0.002696037,-0.991289,0.02054802,0.1300644,168.8337
0.04847746,9.611862,-2.175462,0.002270758,-0.9938859,0.02081884,0.1084081,168.867
0.04813369,9.611897,-2.176752,0.002208918,-0.9949926,0.02257934,0.09733957,168.9003
0.04777716,9.611718,-2.178127,0.002674699,-0.9947348,0.02691656,0.09884827,168.9337
0.04711914,9.611746,-2.179039,0.002882212,-0.9942701,0.02777231,0.1031852,168.967
0.04646435,9.611674,-2.180096,0.002882212,-0.9942701,0.02777231,0.1031852,169.0003
0.04611806,9.611935,-2.180567,0.002865702,-0.9942536,0.02755477,0.1034027,169.0337
0.04544698,9.611401,-2.181254,0.002923042,-0.9941964,0.02798733,0.1038352,169.067
0.04519921,9.611806,-2.182063,0.003780127,-0.9933061,0.03403597,0.110319,169.1003
0.04510928,9.611514,-2.182542,0.006614894,-0.9908879,0.05301397,0.1236401,169.1337
0.04492873,9.611728,-2.1835,0.01092377,-0.9874555,0.07923177,0.1361416,169.167
0.04493602,9.611367,-2.184532,0.0125173,-0.9861463,0.0882279,0.1399093,169.2003
0.04424376,9.611497,-2.185419,0.01783493,-0.9809391,0.109813,0.1593157,169.2337
0.04418697,9.611645,-2.18655,0.01830208,-0.9802228,0.1095163,0.1638121,169.267
0.04365822,9.611766,-2.187453,0.01830208,-0.9802228,0.1095163,0.1638121,169.3003
0.04328947,9.611318,-2.18794,0.01830208,-0.9802228,0.1095163,0.1638121,169.3337
0.0434282,9.611486,-2.188658,0.01830208,-0.9802228,0.1095163,0.1638121,169.367
0.04285246,9.611047,-2.189467,0.01854143,-0.9799237,0.1099159,0.1653008,169.4003
0.04242809,9.610548,-2.190014,0.02018377,-0.9782571,0.1153513,0.1711718,169.4337
0.04161056,9.610475,-2.190364,0.0249297,-0.973323,0.1290044,0.1880921,169.467
0.04166978,9.610694,-2.190979,0.03045756,-0.967664,0.1437549,0.2050203,169.5003
0.04096426,9.610828,-2.191519,0.0363729,-0.9615003,0.1572361,0.2224206,169.5337
0.04010158,9.610577,-2.192523,0.03810307,-0.9597129,0.1610312,0.2270864,169.567
0.03985615,9.610732,-2.192853,0.03810307,-0.9597129,0.1610312,0.2270864,169.6003
0.0395425,9.610036,-2.193237,0.0370656,-0.9610292,0.1603899,0.2220907,169.6337
0.03901078,9.609846,-2.193882,0.0343326,-0.9644305,0.1587957,0.208516,169.667
0.03821402,9.609324,-2.194279,0.02699625,-0.9728699,0.1540873,0.170448,169.7003
0.03830962,9.608516,-2.195234,0.01941663,-0.9803774,0.1484868,0.1281977,169.7337
0.0377228,9.608094,-2.196009,0.01621956,-0.9830433,0.1469166,0.1085277,169.767
0.03742875,9.607871,-2.197073,0.01481599,-0.9841546,0.1455465,0.1001824,169.8003
0.03762048,9.607603,-2.19748,0.01465333,-0.984366,0.1442613,0.09998703,169.8337
0.03709781,9.607642,-2.19829,0.01452246,-0.984554,0.1429726,0.1000061,169.867
0.03648613,9.606972,-2.198687,0.01452246,-0.984554,0.1429726,0.1000061,169.9003
0.03642915,9.606232,-2.199908,0.01452246,-0.984554,0.1429726,0.1000061,169.9337
0.03648603,9.605518,-2.200838,0.01414806,-0.9848125,0.1430103,0.09742814,169.967
0.03602345,9.604955,-2.201789,0.01237509,-0.9860041,0.1425244,0.0856126,170.0003
0.03573695,9.604436,-2.203041,0.009050429,-0.9876047,0.1438558,0.06213349,170.0337
0.03582394,9.60403,-2.204344,0.008050531,-0.987932,0.1445639,0.0550164,170.067
0.03579048,9.603395,-2.20488,0.005911678,-0.988403,0.1463953,0.03991309,170.1003
0.0354821,9.602846,-2.205982,0.005905718,-0.9883157,0.1470434,0.03969353,170.1337
0.03542437,9.602224,-2.206964,0.006180376,-0.9881806,0.1474639,0.04141581,170.167
0.03524195,9.601773,-2.2083,0.006180376,-0.9881806,0.1474639,0.04141581,170.2003
0.03544238,9.601842,-2.209195,0.006180376,-0.9881806,0.1474639,0.04141581,170.2337
0.03494014,9.601286,-2.209728,0.006180376,-0.9881806,0.1474639,0.04141581,170.267
0.03508762,9.601076,-2.21032,0.006790519,-0.9885426,0.1433317,0.04683331,170.3003
0.0350741,9.60043,-2.211195,0.006744266,-0.9899994,0.1314345,0.05079952,170.3337
0.03497055,9.600547,-2.212172,0.006159186,-0.9921191,0.1128183,0.05416414,170.367
0.03466332,9.600611,-2.21347,0.004755884,-0.9948105,0.08506659,0.05561709,170.4003
0.03480934,9.600751,-2.214256,0.003835827,-0.9960868,0.06834289,0.05590653,170.4337
0.03430526,9.600355,-2.215491,0.003820926,-0.996099,0.0683437,0.05568916,170.467
0.03445393,9.600572,-2.216538,0.004100353,-0.9957435,0.0733411,0.05566937,170.5003
0.03397665,9.600552,-2.217798,0.004108518,-0.9957235,0.07377642,0.05545035,170.5337
0.03398504,9.600894,-2.218764,0.004108518,-0.9957235,0.07377642,0.05545035,170.567
0.03432179,9.600592,-2.219535,0.004108518,-0.9957235,0.07377642,0.05545035,170.6003
0.03396066,9.600095,-2.219995,0.003963619,-0.9958305,0.07378447,0.05349508,170.6337
0.03388626,9.599572,-2.221138,0.003550738,-0.9961236,0.07358763,0.04806361,170.667
0.03344354,9.599218,-2.222164,0.001746863,-0.9970592,0.07278192,0.02393091,170.7003
0.03342001,9.599212,-2.22348,-0.00095281,-0.9975002,0.06931451,-0.01371223,170.7337
0.03315886,9.59866,-2.224795,-0.00220415,-0.9971943,0.06732613,-0.03264609,170.767
0.03329397,9.598886,-2.225876,-0.002328753,-0.997143,0.06710407,-0.03460459,170.8003
0.03379526,9.598974,-2.226352,-0.002262861,-0.9971654,0.06732407,-0.03351633,170.8337
0.03385938,9.59924,-2.227647,-0.002262861,-0.9971654,0.06732407,-0.03351633,170.867
0.03389719,9.59916,-2.228324,-0.002262861,-0.9971654,0.06732407,-0.03351633,170.9003
0.03365859,9.599322,-2.229469,-0.002153069,-0.9972302,0.06710988,-0.03199388,170.9337
0.03365987,9.599128,-2.230314,-0.002197325,-0.9972745,0.06580165,-0.03330201,170.967
0.03345442,9.598695,-2.231237,-0.002690762,-0.9970054,0.0655655,-0.04091662,171.0003
0.0333352,9.598292,-2.232045,-0.004020423,-0.9959701,0.06549737,-0.06113549,171.0337
0.03333295,9.597751,-2.233249,-0.004853874,-0.9951218,0.06609575,-0.07307842,171.067
0.03396234,9.597359,-2.234266,-0.00479044,-0.9952096,0.06893715,-0.0691568,171.1003
0.03425235,9.597348,-2.234994,-0.003538162,-0.9960841,0.07467723,-0.04719329,171.1337
0.03466896,9.596798,-2.236373,-0.001308739,-0.9966629,0.07997066,-0.01631063,171.167
0.03478355,9.596699,-2.237314,0.000418663,-0.9964986,0.08345932,0.004998982,171.2003
0.03522845,9.596031,-2.237751,0.002214283,-0.9961274,0.08386582,0.02630058,171.2337
0.03492713,9.59586,-2.239108,0.003233343,-0.9956461,0.08513799,0.03781241,171.267
0.03534262,9.595533,-2.240416,0.003867894,-0.9952272,0.08685219,0.04432136,171.3003
0.03569954,9.595254,-2.241741,0.003877461,-0.9952083,0.08706927,0.04432052,171.3337
0.03519847,9.595523,-2.242442,0.003877461,-0.9952083,0.08706927,0.04432052,171.367
0.03460951,9.595576,-2.243691,0.003877461,-0.9952083,0.08706927,0.04432052,171.4003
0.03496142,9.595186,-2.244675,0.003896028,-0.9952267,0.08663338,0.04475653,171.4337
0.03522843,9.595315,-2.245898,0.003908932,-0.9953539,0.08445686,0.0460678,171.467
0.03552669,9.59557,-2.246778,0.003657669,-0.9960437,0.07380015,0.04936671,171.5003
0.03508452,9.595202,-2.247527,0.00332576,-0.9966736,0.05812219,0.05703002,171.5337
0.03486041,9.595253,-2.248341,0.003239781,-0.9966628,0.05027062,0.06423153,171.567
0.03495811,9.595642,-2.249632,0.003251851,-0.9966248,0.04961476,0.06532075,171.6003
0.03460075,9.595156,-2.250489,0.003262669,-0.9966105,0.04961401,0.06553818,171.6337
0.03432313,9.594631,-2.251012,0.003262669,-0.9966105,0.04961401,0.06553818,171.667
0.03419221,9.594161,-2.252263,0.003262669,-0.9966105,0.04961401,0.06553818,171.7003
0.03408333,9.59359,-2.253649,0.003115654,-0.9967123,0.04722153,0.06576326,171.7337
0.03351618,9.593835,-2.254202,0.002791286,-0.996966,0.04287453,0.06490617,171.767
0.03375327,9.593482,-2.255547,0.002081931,-0.9977461,0.03723943,0.05578104,171.8003
0.03348027,9.593429,-2.256276,0.001135796,-0.9988351,0.03008072,0.03771514,171.8337
0.03375592,9.59364,-2.25748,0.0005250573,-0.9994457,0.02704406,0.0194068,171.867
0.03395462,9.593198,-2.258574,0.0003422201,-0.999554,0.02704701,0.012647,171.9003
0.03346959,9.592753,-2.259811,-4.720688E-05,-0.9996325,0.02704912,-0.001746327,171.9337
0.03377531,9.593159,-2.260703,-4.720688E-05,-0.9996325,0.02704912,-0.001746327,171.967
0.03389933,9.592917,-2.261976,-4.720688E-05,-0.9996325,0.02704912,-0.001746327,172.0003
0.03407744,9.592503,-2.263345,-4.720688E-05,-0.9996325,0.02704912,-0.001746327,172.0337
0.03377218,9.59225,-2.26383,-4.720688E-05,-0.9996325,0.02704912,-0.001746327,172.067
0.03378313,9.592525,-2.264885,-4.720688E-05,-0.9996325,0.02704912,-0.001746327,172.1003
0.03338302,9.592012,-2.26556,-4.720688E-05,-0.9996325,0.02704912,-0.001746327,172.1337
0.0335523,9.591659,-2.266086,-9.50098E-05,-0.9995736,0.02901167,-0.003272802,172.167
0.03332551,9.592054,-2.267045,-0.0001465678,-0.9992964,0.03729725,-0.00392586,172.2003
0.03297027,9.592094,-2.268211,2.247095E-05,-0.9986635,0.05168211,0.0004342496,172.2337
0.03278295,9.591603,-2.269552,0.0003401041,-0.9976865,0.06779662,0.005004585,172.267
0.03276246,9.591879,-2.270223,0.0007991195,-0.99632,0.0851956,0.009345353,172.3003
0.03225122,9.591418,-2.271065,0.001187772,-0.9948337,0.1008321,0.0117189,172.3337
0.03252175,9.591279,-2.272267,0.0007574558,-0.9947425,0.1021385,0.007377118,172.367
0.03288928,9.591255,-2.273534,0.0007381737,-0.9950066,0.09953395,0.007379055,172.4003
0.03313305,9.591357,-2.274049,0.0007381737,-0.9950066,0.09953395,0.007379055,172.4337
0.03293721,9.591395,-2.274476,0.0007381737,-0.9950066,0.09953395,0.007379055,172.467
0.03275076,9.591514,-2.275864,0.000774771,-0.9950897,0.09866524,0.00781399,172.5003
0.03291951,9.591507,-2.276624,0.0007748008,-0.9948076,0.1014872,0.007594734,172.5337
0.03306371,9.591177,-2.277637,0.0007836223,-0.9940306,0.1088638,0.007154942,172.567
0.03316552,9.591053,-2.278399,0.0006650984,-0.9918809,0.1270626,0.005191863,172.6003
0.03332056,9.59045,-2.279268,0.000518322,-0.99017,0.1398201,0.003670722,172.6337
0.033285,9.590357,-2.280608,0.0005479157,-0.9890091,0.1478083,0.003666401,172.667
0.03337084,9.589895,-2.281758,0.0007273555,-0.9894187,0.1450017,0.004963011,172.7003
