Frame 00000 Rotation: X=0, Y=0, Z=0, W=1 
Frame 00579 Rotation: X=0.402009, Y=-0.4030809, Z=0.2233446, W=0.7912217 
Frame 00580 Rotation: X=0.3991705, Y=-0.4121827, Z=0.2265941, W=0.7870346 
Frame 00581 Rotation: X=0.3964863, Y=-0.4204594, Z=0.229478, W=0.7831681 
Frame 00582 Rotation: X=0.393495, Y=-0.4293305, Z=0.2324874, W=0.7789651 
Frame 00583 Rotation: X=0.3906313, Y=-0.4374983, Z=0.2351776, W=0.7750445 
Frame 00584 Rotation: X=0.3877531, Y=-0.4454082, Z=0.2377035, W=0.7712044 
Frame 00585 Rotation: X=0.3848463, Y=-0.4531142, Z=0.2400836, W=0.7674248 
Frame 00586 Rotation: X=0.3819122, Y=-0.4606284, Z=0.2423245, W=0.7637038 
Frame 00587 Rotation: X=0.3789694, Y=-0.4679208, Z=0.2444219, W=0.7600594 
Frame 00588 Rotation: X=0.3761513, Y=-0.4746971, Z=0.246302, W=0.7566428 
Frame 00589 Rotation: X=0.3730096, Y=-0.4820321, Z=0.2482615, W=0.7529111 
Frame 00590 Rotation: X=0.3701251, Y=-0.4885804, Z=0.249945, W=0.7495493 
Frame 00591 Rotation: X=0.3672314, Y=-0.4949871, Z=0.2515337, W=0.7462304 
Frame 00592 Rotation: X=0.3643201, Y=-0.5012805, Z=0.2530394, W=0.74294 
Frame 00593 Rotation: X=0.3614717, Y=-0.5073015, Z=0.2544315, W=0.7397622 
Frame 00594 Rotation: X=0.3586918, Y=-0.513058, Z=0.255721, W=0.7366943 
Frame 00595 Rotation: X=0.356054, Y=-0.5184191, Z=0.2568888, W=0.7338087 
Frame 00596 Rotation: X=0.3534867, Y=-0.5235491, Z=0.2579797, W=0.7310199 
Frame 00597 Rotation: X=0.3511208, Y=-0.5282053, Z=0.2589513, W=0.7284625 
Frame 00598 Rotation: X=0.3488883, Y=-0.5325459, Z=0.2598479, W=0.7260516 
Frame 00599 Rotation: X=0.3468869, Y=-0.5364043, Z=0.2606456, W=0.7238811 
Frame 00600 Rotation: X=0.3451257, Y=-0.539785, Z=0.2613521, W=0.7219526 
Frame 00601 Rotation: X=0.3435286, Y=-0.5428279, Z=0.2619836, W=0.7202018 
Frame 00602 Rotation: X=0.3423212, Y=-0.5451661, Z=0.2624945, W=0.7188232 
Frame 00603 Rotation: X=0.3414306, Y=-0.5469229, Z=0.2628879, W=0.7177678 
Frame 00604 Rotation: X=0.340853, Y=-0.5481158, Z=0.2631598, W=0.7170323 
Frame 00605 Rotation: X=0.3406075, Y=-0.5487103, Z=0.263289, W=0.7166468 
Frame 00606 Rotation: X=0.3407057, Y=-0.5486782, Z=0.2632526, W=0.716638 
Frame 00607 Rotation: X=0.3411537, Y=-0.5479972, Z=0.263025, W=0.7170293 
Frame 00608 Rotation: X=0.3419446, Y=-0.5466612, Z=0.2625828, W=0.717834 
Frame 00609 Rotation: X=0.3430778, Y=-0.5446458, Z=0.2618947, W=0.7190757 
Frame 00610 Rotation: X=0.3445305, Y=-0.5419585, Z=0.2609386, W=0.7207571 
Frame 00611 Rotation: X=0.3462661, Y=-0.5386275, Z=0.2597016, W=0.7228661 
Frame 00612 Rotation: X=0.3482755, Y=-0.5346212, Z=0.2581493, W=0.7254263 
Frame 00613 Rotation: X=0.350533, Y=-0.5299283, Z=0.2562554, W=0.7284475 
Frame 00614 Rotation: X=0.3530991, Y=-0.5243341, Z=0.2539079, W=0.7320694 
Frame 00615 Rotation: X=0.3556613, Y=-0.518446, Z=0.2513486, W=0.7358959 
Frame 00616 Rotation: X=0.3584809, Y=-0.5115701, Z=0.2482639, W=0.7403733 
Frame 00617 Rotation: X=0.3611261, Y=-0.5046782, Z=0.2450849, W=0.7448633 
Frame 00618 Rotation: X=0.363795, Y=-0.4972027, Z=0.2415538, W=0.7497296 
Frame 00619 Rotation: X=0.3663695, Y=-0.4893766, Z=0.2377805, W=0.7548142 
Frame 00620 Rotation: X=0.3689359, Y=-0.4808059, Z=0.2335739, W=0.7603652 
Frame 00621 Rotation: X=0.3712681, Y=-0.4721111, Z=0.2292402, W=0.7659765 
Frame 00622 Rotation: X=0.373455, Y=-0.4628248, Z=0.2245516, W=0.7719464 
Frame 00623 Rotation: X=0.3754099, Y=-0.4530819, Z=0.2195801, W=0.778183 
Frame 00624 Rotation: X=0.3770759, Y=-0.4429627, Z=0.2143756, W=0.7846279 
Frame 00625 Rotation: X=0.3783967, Y=-0.4326165, Z=0.2090255, W=0.7911809 
Frame 00626 Rotation: X=0.3793599, Y=-0.4218925, Z=0.2034644, W=0.7979317 
Frame 00627 Rotation: X=0.3799179, Y=-0.4110436, Z=0.1978361, W=0.8047152 
Frame 00628 Rotation: X=0.380056, Y=-0.3998764, Z=0.1920529, W=0.8116478 
Frame 00629 Rotation: X=0.3797489, Y=-0.3885207, Z=0.1861953, W=0.8186414 
Frame 00630 Rotation: X=0.3789887, Y=-0.3770699, Z=0.1803237, W=0.8256326 
Frame 00631 Rotation: X=0.3777609, Y=-0.3654459, Z=0.1744097, W=0.8326627 
Frame 00632 Rotation: X=0.3761173, Y=-0.3540481, Z=0.1686665, W=0.8394864 
Frame 00633 Rotation: X=0.3739319, Y=-0.3420846, Z=0.1627093, W=0.8465688 
Frame 00634 Rotation: X=0.3713014, Y=-0.330184, Z=0.1568671, W=0.8535259 
Frame 00635 Rotation: X=0.3682071, Y=-0.3182075, Z=0.1510824, W=0.8604311 
Frame 00636 Rotation: X=0.3647037, Y=-0.3063033, Z=0.1454355, W=0.8671897 
Frame 00637 Rotation: X=0.3608069, Y=-0.2944465, Z=0.1399198, W=0.873809 
Frame 00638 Rotation: X=0.3563918, Y=-0.2822371, Z=0.1343596, W=0.8804969 
Frame 00639 Rotation: X=0.3516416, Y=-0.2701586, Z=0.1289827, W=0.8869758 
Frame 00640 Rotation: X=0.3466921, Y=-0.2584415, Z=0.1238877, W=0.8931206 
Frame 00641 Rotation: X=0.3412681, Y=-0.2463769, Z=0.1187676, W=0.8992935 
Frame 00642 Rotation: X=0.3357629, Y=-0.2347793, Z=0.1139676, W=0.9050709 
Frame 00643 Rotation: X=0.3300192, Y=-0.2232284, Z=0.1093055, W=0.9106639 
Frame 00644 Rotation: X=0.3240089, Y=-0.2116323, Z=0.1047433, W=0.9161108 
Frame 00645 Rotation: X=0.3177349, Y=-0.1999897, Z=0.1002852, W=0.9214074 
Frame 00646 Rotation: X=0.3111855, Y=-0.1882763, Z=0.09592574, W=0.9265603 
Frame 00647 Rotation: X=0.304541, Y=-0.1768015, Z=0.09178039, W=0.9314357 
Frame 00648 Rotation: X=0.2976451, Y=-0.1652817, Z=0.08774478, W=0.9361572 
Frame 00649 Rotation: X=0.2905464, Y=-0.1537979, Z=0.08385085, W=0.9406903 
Frame 00650 Rotation: X=0.2832744, Y=-0.1423913, Z=0.08011258, W=0.9450198 
Frame 00651 Rotation: X=0.2759537, Y=-0.1312441, Z=0.07658634, W=0.9490833 
Frame 00652 Rotation: X=0.2684825, Y=-0.1201894, Z=0.07321607, W=0.9529486 
Frame 00653 Rotation: X=0.2608427, Y=-0.1091987, Z=0.06999277, W=0.9566283 
Frame 00654 Rotation: X=0.2531515, Y=-0.09843434, Z=0.06696131, W=0.9600735 
Frame 00655 Rotation: X=0.2453538, Y=-0.08781574, Z=0.06409626, W=0.963318 
Frame 00656 Rotation: X=0.2374599, Y=-0.07736547, Z=0.06140366, W=0.9663627 
Frame 00657 Rotation: X=0.2294019, Y=-0.06700604, Z=0.05886576, W=0.9692367 
Frame 00658 Rotation: X=0.2212311, Y=-0.05680828, Z=0.0565002, W=0.9719245 
Frame 00659 Rotation: X=0.2130169, Y=-0.04685675, Z=0.05432441, W=0.9744112 
Frame 00660 Rotation: X=0.2045702, Y=-0.03692715, Z=0.05229024, W=0.9767565 
Frame 00661 Rotation: X=0.1960498, Y=-0.02720123, Z=0.05043299, W=0.9789183 
Frame 00662 Rotation: X=0.1875604, Y=-0.01779055, Z=0.04876915, W=0.9808803 
Frame 00663 Rotation: X=0.1789811, Y=-0.008542832, Z=0.0472631, W=0.9826795 
Frame 00664 Rotation: X=0.1701717, Y=0.0006990821, Z=0.04588642, W=0.9843452 
Frame 00665 Rotation: X=0.1614428, Y=0.0096161, Z=0.04468222, W=0.9858232 
Frame 00666 Rotation: X=0.1526954, Y=0.01833156, Z=0.04362196, W=0.9871399 
Frame 00667 Rotation: X=0.1439455, Y=0.02684626, Z=0.04269626, W=0.9882996 
Frame 00668 Rotation: X=0.1351406, Y=0.03524511, Z=0.04188346, W=0.9893132 
Frame 00669 Rotation: X=0.1263653, Y=0.04348399, Z=0.04117553, W=0.9901745 
Frame 00670 Rotation: X=0.1180599, Y=0.05118592, Z=0.04058842, W=0.9908555 
Frame 00671 Rotation: X=0.1098382, Y=0.05875149, Z=0.04007155, W=0.9914021 
Frame 00672 Rotation: X=0.1014868, Y=0.06639901, Z=0.03960283, W=0.9918283 
Frame 00673 Rotation: X=0.09369406, Y=0.07352625, Z=0.03920544, W=0.992108 
Frame 00674 Rotation: X=0.08597784, Y=0.08059996, Z=0.03883943, W=0.9922717 
Frame 00675 Rotation: X=0.07851505, Y=0.08748515, Z=0.03849872, W=0.9923204 
Frame 00676 Rotation: X=0.07146489, Y=0.09405696, Z=0.03817676, W=0.9922644 
Frame 00677 Rotation: X=0.0644168, Y=0.1007265, Z=0.03783927, W=0.9921053 
Frame 00678 Rotation: X=0.05784805, Y=0.1070671, Z=0.03749613, W=0.991859 
Frame 00679 Rotation: X=0.05152868, Y=0.1133165, Z=0.03712574, W=0.9915271 
Frame 00680 Rotation: X=0.04585845, Y=0.1190917, Z=0.03674023, W=0.991143 
Frame 00681 Rotation: X=0.04057129, Y=0.1246572, Z=0.03632025, W=0.9907045 
Frame 00682 Rotation: X=0.03555681, Y=0.1301332, Z=0.03585252, W=0.9902099 
Frame 00683 Rotation: X=0.03088279, Y=0.1354509, Z=0.03533863, W=0.9896719 
Frame 00684 Rotation: X=0.02657808, Y=0.1405697, Z=0.03478002, W=0.9891027 
Frame 00685 Rotation: X=0.0228044, Y=0.1452662, Z=0.03420715, W=0.9885381 
Frame 00686 Rotation: X=0.01929698, Y=0.1498354, Z=0.03358866, W=0.9879519 
Frame 00687 Rotation: X=0.01604159, Y=0.154273, Z=0.03292716, W=0.9873492 
Frame 00688 Rotation: X=0.01320276, Y=0.158306, Z=0.03227191, W=0.9867743 
Frame 00689 Rotation: X=0.01058858, Y=0.1621462, Z=0.03159986, W=0.9862038 
Frame 00690 Rotation: X=0.008089701, Y=0.1659034, Z=0.03089808, W=0.9856247 
Frame 00691 Rotation: X=0.005844739, Y=0.1693007, Z=0.03022903, W=0.9850834 
Frame 00692 Rotation: X=0.003652529, Y=0.1725571, Z=0.0295628, W=0.984549 
Frame 00693 Rotation: X=0.001558325, Y=0.1755497, Z=0.02893337, W=0.9840441 
Frame 00694 Rotation: X=-0.0005224727, Y=0.1783412, Z=0.02833683, W=0.9835605 
Frame 00695 Rotation: X=-0.002627399, Y=0.1809338, Z=0.0277796, W=0.9830994 
Frame 00696 Rotation: X=-0.004755359, Y=0.1833019, Z=0.0272718, W=0.9826669 
Frame 00697 Rotation: X=-0.007027731, Y=0.1855281, Z=0.02680245, W=0.9822482 
Frame 00698 Rotation: X=-0.009425854, Y=0.1875626, Z=0.02638486, W=0.981853 
Frame 00699 Rotation: X=-0.01184924, Y=0.1893185, Z=0.02603833, W=0.9814989 
Frame 00700 Rotation: X=-0.01442018, Y=0.1908892, Z=0.02574494, W=0.981168 
Frame 00701 Rotation: X=-0.01692135, Y=0.1922631, Z=0.02548162, W=0.9808666 
Frame 00702 Rotation: X=-0.01987321, Y=0.1934796, Z=0.02528976, W=0.9805769 
Frame 00703 Rotation: X=-0.02285406, Y=0.1944498, Z=0.02514867, W=0.9803237 
Frame 00704 Rotation: X=-0.02600976, Y=0.1952296, Z=0.02503925, W=0.9800928 
Frame 00705 Rotation: X=-0.02925982, Y=0.195791, Z=0.02495673, W=0.9798913 
Frame 00706 Rotation: X=-0.0324079, Y=0.1961206, Z=0.02489484, W=0.9797279 
Frame 00707 Rotation: X=-0.03554736, Y=0.1962471, Z=0.02484075, W=0.979595 
Frame 00708 Rotation: X=-0.03868275, Y=0.1961771, Z=0.02478635, W=0.9794917 
Frame 00709 Rotation: X=-0.04177144, Y=0.1959142, Z=0.02472568, W=0.9794189 
Frame 00710 Rotation: X=-0.04491154, Y=0.1954421, Z=0.02464831, W=0.9793763 
Frame 00711 Rotation: X=-0.04783666, Y=0.1947989, Z=0.02455349, W=0.9793683 
Frame 00712 Rotation: X=-0.05075752, Y=0.1939366, Z=0.0244271, W=0.9793955 
Frame 00713 Rotation: X=-0.05337679, Y=0.1929403, Z=0.02427537, W=0.9794568 
Frame 00714 Rotation: X=-0.05583243, Y=0.1917664, Z=0.02408679, W=0.9795551 
Frame 00715 Rotation: X=-0.05804845, Y=0.1904463, Z=0.02386318, W=0.9796894 
Frame 00716 Rotation: X=-0.06006431, Y=0.1889528, Z=0.02359797, W=0.9798634 
Frame 00717 Rotation: X=-0.06183042, Y=0.1873157, Z=0.02329533, W=0.9800751 
Frame 00718 Rotation: X=-0.06333458, Y=0.1855595, Z=0.02295976, W=0.980321 
Frame 00719 Rotation: X=-0.06459437, Y=0.1836726, Z=0.02258965, W=0.9806027 
Frame 00720 Rotation: X=-0.06564825, Y=0.1815803, Z=0.02217062, W=0.9809319 
Frame 00721 Rotation: X=-0.06643698, Y=0.1793784, Z=0.02172238, W=0.9812939 
Frame 00722 Rotation: X=-0.06697325, Y=0.1770765, Z=0.02124862, W=0.9816858 
Frame 00723 Rotation: X=-0.06727365, Y=0.1746664, Z=0.02074949, W=0.9821076 
Frame 00724 Rotation: X=-0.06734771, Y=0.1723152, Z=0.02026098, W=0.982528 
Frame 00725 Rotation: X=-0.06722913, Y=0.169784, Z=0.01973582, W=0.9829874 
Frame 00726 Rotation: X=-0.06694762, Y=0.1672914, Z=0.01922186, W=0.983444 
Frame 00727 Rotation: X=-0.06651457, Y=0.1646647, Z=0.01868643, W=0.983927 
Frame 00728 Rotation: X=-0.06598645, Y=0.1620812, Z=0.01816839, W=0.984401 
Frame 00729 Rotation: X=-0.06535221, Y=0.1593721, Z=0.01763565, W=0.9848953 
Frame 00730 Rotation: X=-0.06463767, Y=0.1565926, Z=0.01710115, W=0.9853976 
Frame 00731 Rotation: X=-0.06391881, Y=0.1539279, Z=0.0166017, W=0.9858727 
Frame 00732 Rotation: X=-0.06316566, Y=0.1512153, Z=0.01610616, W=0.9863492 
Frame 00733 Rotation: X=-0.06240472, Y=0.1484628, Z=0.01561798, W=0.9868235 
Frame 00734 Rotation: X=-0.06162737, Y=0.1456037, Z=0.01512619, W=0.9873059 
Frame 00735 Rotation: X=-0.06087457, Y=0.1427326, Z=0.01464819, W=0.9877789 
Frame 00736 Rotation: X=-0.06019272, Y=0.1399792, Z=0.01420477, W=0.9882211 
Frame 00737 Rotation: X=-0.05953547, Y=0.13711, Z=0.01375821, W=0.9886694 
Frame 00738 Rotation: X=-0.05893226, Y=0.1342185, Z=0.01332366, W=0.9891081 
Frame 00739 Rotation: X=-0.05839583, Y=0.1314399, Z=0.01291917, W=0.9895183 
Frame 00740 Rotation: X=-0.05789749, Y=0.1286811, Z=0.01252916, W=0.9899152 
Frame 00741 Rotation: X=-0.05739909, Y=0.12581, Z=0.01213426, W=0.9903181 
Frame 00742 Rotation: X=-0.05690161, Y=0.1228955, Z=0.01174374, W=0.9907174 
Frame 00743 Rotation: X=-0.05641919, Y=0.1201193, Z=0.01138041, W=0.9910897 
Frame 00744 Rotation: X=-0.05588558, Y=0.1172101, Z=0.01100761, W=0.9914724 
Frame 00745 Rotation: X=-0.0553257, Y=0.1144166, Z=0.01065653, W=0.9918339 
Frame 00746 Rotation: X=-0.05469271, Y=0.1115955, Z=0.01030812, W=0.992194 
Frame 00747 Rotation: X=-0.05397101, Y=0.1087772, Z=0.009965772, W=0.99255 
Frame 00748 Rotation: X=-0.0531006, Y=0.1058457, Z=0.009615417, W=0.9929172 
Frame 00749 Rotation: X=-0.05209123, Y=0.1029485, Z=0.009274886, W=0.9932784 
Frame 00750 Rotation: X=-0.05091773, Y=0.1000738, Z=0.008942814, W=0.9936361 
Frame 00751 Rotation: X=-0.04952077, Y=0.09713798, Z=0.008610453, W=0.9940009 
Frame 00752 Rotation: X=-0.04786637, Y=0.09413371, Z=0.008278674, W=0.9943737 
Frame 00753 Rotation: X=-0.04593136, Y=0.09106681, Z=0.007950373, W=0.9947532 
Frame 00754 Rotation: X=-0.04376576, Y=0.08803285, Z=0.007637936, W=0.9951264 
Frame 00755 Rotation: X=-0.04127512, Y=0.08490654, Z=0.007331059, W=0.9955066 
Frame 00756 Rotation: X=-0.03851204, Y=0.08176811, Z=0.007040917, W=0.9958822 
Frame 00757 Rotation: X=-0.03544834, Y=0.07858183, Z=0.006767289, W=0.9962543 
Frame 00758 Rotation: X=-0.03216328, Y=0.0754166, Z=0.006518758, W=0.996612 
Frame 00759 Rotation: X=-0.02845074, Y=0.07207023, Z=0.00628363, W=0.9969739 
Frame 00760 Rotation: X=-0.02458945, Y=0.06878815, Z=0.006083061, W=0.9973097 
Frame 00761 Rotation: X=-0.02039447, Y=0.06538807, Z=0.005908474, W=0.997634 
Frame 00762 Rotation: X=-0.01602596, Y=0.06199016, Z=0.005770494, W=0.9979314 
Frame 00763 Rotation: X=-0.01145771, Y=0.0585409, Z=0.005668864, W=0.9982032 
Frame 00764 Rotation: X=-0.006602079, Y=0.0549608, Z=0.00560614, W=0.998451 
Frame 00765 Rotation: X=-0.00145443, Y=0.05121831, Z=0.005587179, W=0.9986708 
Frame 00766 Rotation: X=0.003940845, Y=0.04733062, Z=0.005618191, W=0.9988557 
Frame 00767 Rotation: X=0.009455296, Y=0.04336047, Z=0.005702037, W=0.9989985 
Frame 00768 Rotation: X=0.01489784, Y=0.03941371, Z=0.005835348, W=0.9990949 
Frame 00769 Rotation: X=0.02035483, Y=0.03540344, Z=0.006019176, W=0.9991477 
Frame 00770 Rotation: X=0.02608655, Y=0.03110041, Z=0.006265774, W=0.9991562 
Frame 00771 Rotation: X=0.03177728, Y=0.02670165, Z=0.006566034, W=0.9991167 
Frame 00772 Rotation: X=0.03723441, Y=0.0223265, Z=0.006906969, W=0.9990333 
Frame 00773 Rotation: X=0.04266851, Y=0.01777979, Z=0.007300328, W=0.9989044 
Frame 00774 Rotation: X=0.04807223, Y=0.01303168, Z=0.007748303, W=0.9987288 
Frame 00775 Rotation: X=0.05312864, Y=0.008337544, Z=0.008222108, W=0.9985191 
Frame 00776 Rotation: X=0.05800428, Y=0.003534759, Z=0.008732826, W=0.9982719 
Frame 00777 Rotation: X=0.06279133, Y=-0.001502297, Z=0.009290266, W=0.9979823 
Frame 00778 Rotation: X=0.06722399, Y=-0.006515403, Z=0.009860698, W=0.997668 
Frame 00779 Rotation: X=0.07156247, Y=-0.01182487, Z=0.01047435, W=0.9973111 
Frame 00780 Rotation: X=0.07547434, Y=-0.01704537, Z=0.01108034, W=0.9969405 
Frame 00781 Rotation: X=0.0792319, Y=-0.02255806, Z=0.01171532, W=0.9965321 
Frame 00782 Rotation: X=0.08264617, Y=-0.02813244, Z=0.01234458, W=0.9961053 
Frame 00783 Rotation: X=0.08570595, Y=-0.03375707, Z=0.01295866, W=0.9956641 
Frame 00784 Rotation: X=0.08835281, Y=-0.03931154, Z=0.01353659, W=0.9952211 
Frame 00785 Rotation: X=0.09069247, Y=-0.04502613, Z=0.01409379, W=0.9947608 
Frame 00786 Rotation: X=0.09256743, Y=-0.05051792, Z=0.01458582, W=0.9943171 
Frame 00787 Rotation: X=0.09412958, Y=-0.05621764, Z=0.01504431, W=0.9938576 
Frame 00788 Rotation: X=0.09525068, Y=-0.06167572, Z=0.01542682, W=0.9934211 
Frame 00789 Rotation: X=0.0960001, Y=-0.06711876, Z=0.01574661, W=0.992991 
Frame 00790 Rotation: X=0.09637354, Y=-0.07247258, Z=0.01599604, W=0.9925745 
Frame 00791 Rotation: X=0.09638692, Y=-0.07768267, Z=0.01617219, W=0.9921762 
Frame 00792 Rotation: X=0.09604641, Y=-0.08291535, Z=0.01627873, W=0.9917839 
Frame 00793 Rotation: X=0.09538744, Y=-0.08789725, Z=0.01631101, W=0.9914178 
Frame 00794 Rotation: X=0.09439078, Y=-0.09291166, Z=0.01627276, W=0.9910565 
Frame 00795 Rotation: X=0.09311225, Y=-0.09773403, Z=0.01616678, W=0.9907153 
Frame 00796 Rotation: X=0.09161273, Y=-0.1022602, Z=0.01600183, W=0.9904009 
Frame 00797 Rotation: X=0.08984448, Y=-0.1066635, Z=0.01577318, W=0.9901021 
Frame 00798 Rotation: X=0.08778726, Y=-0.1109774, Z=0.01547773, W=0.9898171 
Frame 00799 Rotation: X=0.08559086, Y=-0.1149292, Z=0.01513877, W=0.9895637 
Frame 00800 Rotation: X=0.08317039, Y=-0.1187304, Z=0.01474573, W=0.9893273 
Frame 00801 Rotation: X=0.08305229, Y=-0.118904, Z=0.01472615, W=0.9893166 
Frame 00802 Rotation: X=0.07771452, Y=-0.1259357, Z=0.0138124, W=0.9888933 
Frame 00803 Rotation: X=0.0747127, Y=-0.1292497, Z=0.01327916, W=0.9887043 
Frame 00804 Rotation: X=0.07150104, Y=-0.1324506, Z=0.01269846, W=0.9885258 
Frame 00805 Rotation: X=0.06812889, Y=-0.1355063, Z=0.01208017, W=0.9883575 
Frame 00806 Rotation: X=0.06465896, Y=-0.1383883, Z=0.01143685, W=0.988199 
Frame 00807 Rotation: X=0.06104349, Y=-0.141162, Z=0.01076043, W=0.9880441 
Frame 00808 Rotation: X=0.05735276, Y=-0.1437971, Z=0.01006449, W=0.9878926 
Frame 00809 Rotation: X=0.05354112, Y=-0.1463456, Z=0.009340785, W=0.9877394 
Frame 00810 Rotation: X=0.04965203, Y=-0.1487928, Z=0.008597619, W=0.9875837 
Frame 00811 Rotation: X=0.04587449, Y=-0.1510444, Z=0.007871559, W=0.9874306 
Frame 00812 Rotation: X=0.04205033, Y=-0.1532167, Z=0.007132597, W=0.9872718 
Frame 00813 Rotation: X=0.03811187, Y=-0.1553555, Z=0.006367572, W=0.9871026 
Frame 00814 Rotation: X=0.0341094, Y=-0.1574396, Z=0.005586167, W=0.9869236 
Frame 00815 Rotation: X=0.03008019, Y=-0.1594572, Z=0.004795706, W=0.9867348 
Frame 00816 Rotation: X=0.02603281, Y=-0.1614114, Z=0.003998009, W=0.9865357 
Frame 00817 Rotation: X=0.02212715, Y=-0.1632355, Z=0.003224905, W=0.9863337 
Frame 00818 Rotation: X=0.01814503, Y=-0.1650379, Z=0.002433557, W=0.9861173 
Frame 00819 Rotation: X=0.01406263, Y=-0.1668098, Z=0.001620431, W=0.9858875 
Frame 00820 Rotation: X=0.01025351, Y=-0.1684177, Z=0.0008597006, W=0.985662 
Frame 00821 Rotation: X=0.006399686, Y=-0.1699743, Z=9.032793E-05, W=0.9854277 
Frame 00822 Rotation: X=-0.0001590326, Y=-0.1724056, Z=-0.001211977, W=0.9850253 
Frame 00823 Rotation: X=-0.003822525, Y=-0.173661, Z=-0.001935371, W=0.9847962 
Frame 00824 Rotation: X=-0.007447889, Y=-0.1748111, Z=-0.00264596, W=0.9845703 
Frame 00825 Rotation: X=-0.01115658, Y=-0.1758802, Z=-0.0033656, W=0.9843426 
Frame 00826 Rotation: X=-0.01463916, Y=-0.1767751, Z=-0.004033043, W=0.9841342 
Frame 00827 Rotation: X=-0.01805161, Y=-0.1775414, Z=-0.004677815, W=0.9839367 
Frame 00828 Rotation: X=-0.02143252, Y=-0.1781825, Z=-0.005306012, W=0.9837497 
Frame 00829 Rotation: X=-0.02485869, Y=-0.178703, Z=-0.005930279, W=0.9835711 
Frame 00830 Rotation: X=-0.02805636, Y=-0.1790582, Z=-0.006499817, W=0.9834169 
Frame 00831 Rotation: X=-0.03130305, Y=-0.1792834, Z=-0.007063958, W=0.983274 
Frame 00832 Rotation: X=-0.03435499, Y=-0.1793646, Z=-0.007580213, W=0.9831534 
Frame 00833 Rotation: X=-0.03741061, Y=-0.1793143, Z=-0.008082566, W=0.9830471 
Frame 00834 Rotation: X=-0.04031986, Y=-0.17914, Z=-0.008546595, W=0.9829599 
Frame 00835 Rotation: X=-0.04311696, Y=-0.1788552, Z=-0.008979253, W=0.9828892 
Frame 00836 Rotation: X=-0.0458861, Y=-0.1784566, Z=-0.009393952, W=0.9828324 
Frame 00837 Rotation: X=-0.04860067, Y=-0.1779525, Z=-0.009787054, W=0.9827895 
Frame 00838 Rotation: X=-0.0512078, Y=-0.1773631, Z=-0.01015194, W=0.98276 
Frame 00839 Rotation: X=-0.05372706, Y=-0.1766972, Z=-0.01049279, W=0.9827418 
Frame 00840 Rotation: X=-0.0561819, Y=-0.1759595, Z=-0.010814, W=0.9827334 
Frame 00841 Rotation: X=-0.05866697, Y=-0.1751285, Z=-0.01112866, W=0.9827331 
Frame 00842 Rotation: X=-0.0610014, Y=-0.1742753, Z=-0.01141505, W=0.9827394 
Frame 00843 Rotation: X=-0.06327146, Y=-0.1733825, Z=-0.01168549, W=0.9827506 
Frame 00844 Rotation: X=-0.06545017, Y=-0.1724712, Z=-0.011938, W=0.9827653 
Frame 00845 Rotation: X=-0.06758844, Y=-0.1715274, Z=-0.0121794, W=0.9827827 
Frame 00846 Rotation: X=-0.06964795, Y=-0.1705738, Z=-0.01240608, W=0.982802 
Frame 00847 Rotation: X=-0.07170568, Y=-0.1695807, Z=-0.01262724, W=0.9828231 
Frame 00848 Rotation: X=-0.07371932, Y=-0.168571, Z=-0.01283863, W=0.9828451 
Frame 00849 Rotation: X=-0.07559686, Y=-0.167598, Z=-0.01303152, W=0.9828663 
Frame 00850 Rotation: X=-0.07746545, Y=-0.1665996, Z=-0.01321945, W=0.982888 
Frame 00851 Rotation: X=-0.07927974, Y=-0.1656034, Z=-0.01339829, W=0.9829094 
Frame 00852 Rotation: X=-0.08097952, Y=-0.1646471, Z=-0.01356269, W=0.9829292 
Frame 00853 Rotation: X=-0.08262783, Y=-0.1636969, Z=-0.01371898, W=0.9829485 
Frame 00854 Rotation: X=-0.08421066, Y=-0.1627627, Z=-0.01386609, W=0.9829673 
Frame 00855 Rotation: X=-0.08581567, Y=-0.161788, Z=-0.01401147, W=0.9829873 
Frame 00856 Rotation: X=-0.08732077, Y=-0.1608441, Z=-0.0141437, W=0.9830077 
Frame 00857 Rotation: X=-0.0887982, Y=-0.159882, Z=-0.01426861, W=0.9830306 
Frame 00858 Rotation: X=-0.0901937, Y=-0.1589328, Z=-0.01438107, W=0.9830558 
Frame 00859 Rotation: X=-0.09157328, Y=-0.1579472, Z=-0.01448578, W=0.9830856 
Frame 00860 Rotation: X=-0.09289997, Y=-0.1569463, Z=-0.0145792, W=0.98312 
Frame 00861 Rotation: X=-0.09416797, Y=-0.1559309, Z=-0.01466041, W=0.9831598 
Frame 00862 Rotation: X=-0.09543088, Y=-0.1548514, Z=-0.01473195, W=0.9832075 
Frame 00863 Rotation: X=-0.09667192, Y=-0.1537135, Z=-0.01479161, W=0.983264 
Frame 00864 Rotation: X=-0.09785762, Y=-0.152541, Z=-0.01483683, W=0.9833286 
Frame 00865 Rotation: X=-0.09904364, Y=-0.1512722, Z=-0.0148688, W=0.9834054 
Frame 00866 Rotation: X=-0.1001924, Y=-0.1499361, Z=-0.01488494, W=0.9834933 
Frame 00867 Rotation: X=-0.1012648, Y=-0.1485794, Z=-0.01488489, W=0.9835894 
Frame 00868 Rotation: X=-0.1023272, Y=-0.1471168, Z=-0.01486856, W=0.9836995 
Frame 00869 Rotation: X=-0.1033693, Y=-0.1455539, Z=-0.01483494, W=0.9838236 
