Frame 00000 Position: X=0, Y=0, Z=0 
Frame 00807 Position: X=11.15077, Y=3.367492, Z=24.66361 
Frame 00808 Position: X=11.13653, Y=3.345352, Z=24.70307 
Frame 00809 Position: X=11.12171, Y=3.32406, Z=24.74144 
Frame 00810 Position: X=11.10604, Y=3.303345, Z=24.77953 
Frame 00811 Position: X=11.09162, Y=3.285763, Z=24.81276 
Frame 00812 Position: X=11.07546, Y=3.267633, Z=24.8483 
Frame 00813 Position: X=11.05659, Y=3.248413, Z=24.88794 
Frame 00814 Position: X=11.03866, Y=3.231959, Z=24.92414 
Frame 00815 Position: X=11.01988, Y=3.216485, Z=24.96085 
Frame 00816 Position: X=11.00036, Y=3.202189, Z=24.99802 
Frame 00817 Position: X=10.98247, Y=3.190593, Z=25.03141 
Frame 00818 Position: X=10.96001, Y=3.177961, Z=25.07263 
Frame 00819 Position: X=10.9378, Y=3.167429, Z=25.10945 
Frame 00820 Position: X=10.91676, Y=3.158901, Z=25.13995 
Frame 00821 Position: X=10.87133, Y=3.144086, Z=25.1958 
Frame 00822 Position: X=10.84705, Y=3.137756, Z=25.22167 
Frame 00823 Position: X=10.81968, Y=3.131697, Z=25.2485 
Frame 00824 Position: X=10.79148, Y=3.126487, Z=25.27421 
Frame 00825 Position: X=10.75879, Y=3.121608, Z=25.30224 
Frame 00826 Position: X=10.73131, Y=3.11837, Z=25.32481 
Frame 00827 Position: X=10.70112, Y=3.115647, Z=25.34898 
Frame 00828 Position: X=10.66877, Y=3.113633, Z=25.37461 
Frame 00829 Position: X=10.63588, Y=3.112492, Z=25.40082 
Frame 00830 Position: X=10.60724, Y=3.112218, Z=25.42412 
Frame 00831 Position: X=10.57266, Y=3.112761, Z=25.4533 
Frame 00832 Position: X=10.54443, Y=3.113913, Z=25.47831 
Frame 00833 Position: X=10.51033, Y=3.116167, Z=25.51048 
Frame 00834 Position: X=10.48308, Y=3.11867, Z=25.53813 
Frame 00835 Position: X=10.45178, Y=3.122355, Z=25.57257 
Frame 00836 Position: X=10.42485, Y=3.126269, Z=25.60502 
Frame 00837 Position: X=10.39353, Y=3.131768, Z=25.64684 
Frame 00838 Position: X=10.36928, Y=3.136807, Z=25.68294 
Frame 00839 Position: X=10.34328, Y=3.143078, Z=25.72614 
Frame 00840 Position: X=10.31866, Y=3.149971, Z=25.77237 
Frame 00841 Position: X=10.29261, Y=3.158506, Z=25.8286 
Frame 00842 Position: X=10.27116, Y=3.167123, Z=25.88171 
Frame 00843 Position: X=10.25046, Y=3.177214, Z=25.93936 
Frame 00844 Position: X=10.23084, Y=3.188546, Z=26.00029 
Frame 00845 Position: X=10.2134, Y=3.20017, Z=26.0599 
Frame 00846 Position: X=10.19567, Y=3.21358, Z=26.12601 
Frame 00847 Position: X=10.17675, Y=3.22971, Z=26.20274 
Frame 00848 Position: X=10.16001, Y=3.245563, Z=26.27587 
Frame 00849 Position: X=10.14532, Y=3.260653, Z=26.34384 
Frame 00850 Position: X=10.12824, Y=3.27946, Z=26.42675 
Frame 00851 Position: X=10.11266, Y=3.297647, Z=26.50536 
Frame 00852 Position: X=10.09812, Y=3.315329, Z=26.58057 
Frame 00853 Position: X=10.0832, Y=3.333975, Z=26.65878 
Frame 00854 Position: X=10.06908, Y=3.351866, Z=26.73291 
Frame 00855 Position: X=10.05204, Y=3.37351, Z=26.82158 
Frame 00856 Position: X=10.03591, Y=3.393765, Z=26.90368 
Frame 00857 Position: X=10.01964, Y=3.413728, Z=26.98389 
Frame 00858 Position: X=10.00458, Y=3.431646, Z=27.05536 
Frame 00859 Position: X=9.985288, Y=3.453611, Z=27.14237 
Frame 00860 Position: X=9.967846, Y=3.472424, Z=27.21646 
Frame 00861 Position: X=9.949881, Y=3.49071, Z=27.28812 
Frame 00862 Position: X=9.92879, Y=3.510753, Z=27.36635 
Frame 00863 Position: X=9.906078, Y=3.530657, Z=27.44375 
Frame 00864 Position: X=9.883873, Y=3.548515, Z=27.51302 
Frame 00865 Position: X=9.858156, Y=3.567465, Z=27.58609 
Frame 00866 Position: X=9.831267, Y=3.586048, Z=27.65621 
Frame 00867 Position: X=9.804444, Y=3.603691, Z=27.72142 
Frame 00868 Position: X=9.775899, Y=3.621727, Z=27.78686 
Frame 00869 Position: X=9.743795, Y=3.641317, Z=27.85671 
Frame 00870 Position: X=9.715682, Y=3.658007, Z=27.91534 
Frame 00871 Position: X=9.67998, Y=3.678734, Z=27.98717 
Frame 00872 Position: X=9.646402, Y=3.697875, Z=28.05269 
Frame 00873 Position: X=9.616261, Y=3.714854, Z=28.11027 
Frame 00874 Position: X=9.582635, Y=3.733649, Z=28.17354 
Frame 00875 Position: X=9.544763, Y=3.754734, Z=28.24407 
Frame 00876 Position: X=9.509584, Y=3.774329, Z=28.30933 
Frame 00877 Position: X=9.474674, Y=3.793873, Z=28.37427 
Frame 00878 Position: X=9.440439, Y=3.813221, Z=28.43855 
Frame 00879 Position: X=9.410089, Y=3.830598, Z=28.49636 
Frame 00880 Position: X=9.373993, Y=3.851645, Z=28.56663 
Frame 00881 Position: X=9.345217, Y=3.868812, Z=28.62425 
Frame 00882 Position: X=9.311048, Y=3.889784, Z=28.69514 
Frame 00883 Position: X=9.282438, Y=3.907974, Z=28.75721 
Frame 00884 Position: X=9.252357, Y=3.927906, Z=28.82596 
Frame 00885 Position: X=9.224898, Y=3.947044, Z=28.89286 
Frame 00886 Position: X=9.202139, Y=3.963805, Z=28.95226 
Frame 00887 Position: X=9.17879, Y=3.982131, Z=29.01821 
Frame 00888 Position: X=9.156199, Y=4.001368, Z=29.08871 
Frame 00889 Position: X=9.135165, Y=4.02064, Z=29.16056 
Frame 00890 Position: X=9.115791, Y=4.039413, Z=29.23148 
Frame 00891 Position: X=9.097495, Y=4.058177, Z=29.30324 
Frame 00892 Position: X=9.08151, Y=4.075518, Z=29.37025 
Frame 00893 Position: X=9.06514, Y=4.094327, Z=29.44361 
Frame 00894 Position: X=9.05165, Y=4.110744, Z=29.50817 
Frame 00895 Position: X=9.036329, Y=4.130544, Z=29.58659 
Frame 00896 Position: X=9.022992, Y=4.148934, Z=29.65989 
Frame 00897 Position: X=9.012007, Y=4.165007, Z=29.72425 
Frame 00898 Position: X=9.000016, Y=4.18364, Z=29.79914 
Frame 00899 Position: X=8.989935, Y=4.200307, Z=29.8663 
Frame 00900 Position: X=8.978725, Y=4.220062, Z=29.94604 
Frame 00901 Position: X=8.969537, Y=4.23734, Z=30.01582 
Frame 00902 Position: X=8.960769, Y=4.254854, Z=30.08649 
Frame 00903 Position: X=8.951942, Y=4.273606, Z=30.16204 
Frame 00904 Position: X=8.943994, Y=4.291553, Z=30.23412 
Frame 00905 Position: X=8.937181, Y=4.307797, Z=30.29911 
Frame 00906 Position: X=8.930176, Y=4.325376, Z=30.36911 
Frame 00907 Position: X=8.923099, Y=4.344072, Z=30.4431 
Frame 00908 Position: X=8.916297, Y=4.36293, Z=30.51716 
Frame 00909 Position: X=8.910656, Y=4.379216, Z=30.58059 
Frame 00910 Position: X=8.904714, Y=4.396957, Z=30.64906 
Frame 00911 Position: X=8.898545, Y=4.415932, Z=30.7215 
Frame 00912 Position: X=8.892901, Y=4.433978, Z=30.7896 
Frame 00913 Position: X=8.887812, Y=4.453318, Z=30.86191 
Frame 00914 Position: X=8.884104, Y=4.47088, Z=30.92707 
Frame 00915 Position: X=8.881263, Y=4.487911, Z=30.98984 
Frame 00916 Position: X=8.878859, Y=4.507201, Z=31.06048 
Frame 00917 Position: X=8.877215, Y=4.526687, Z=31.13141 
Frame 00918 Position: X=8.87628, Y=4.545776, Z=31.20052 
Frame 00919 Position: X=8.875928, Y=4.564519, Z=31.26807 
Frame 00920 Position: X=8.87606, Y=4.58336, Z=31.33569 
Frame 00921 Position: X=8.876608, Y=4.60231, Z=31.40348 
Frame 00922 Position: X=8.877376, Y=4.619114, Z=31.46343 
Frame 00923 Position: X=8.878459, Y=4.637552, Z=31.52909 
Frame 00924 Position: X=8.879725, Y=4.656022, Z=31.59475 
Frame 00925 Position: X=8.881257, Y=4.676527, Z=31.66757 
Frame 00926 Position: X=8.882636, Y=4.69453, Z=31.7315 
Frame 00927 Position: X=8.884086, Y=4.71405, Z=31.80083 
Frame 00928 Position: X=8.885359, Y=4.73287, Z=31.86774 
Frame 00929 Position: X=8.886415, Y=4.751455, Z=31.93393 
Frame 00930 Position: X=8.887163, Y=4.769162, Z=31.99714 
Frame 00931 Position: X=8.887605, Y=4.788337, Z=32.06578 
Frame 00932 Position: X=8.887585, Y=4.806651, Z=32.13159 
Frame 00933 Position: X=8.887052, Y=4.824855, Z=32.19729 
Frame 00934 Position: X=8.88601, Y=4.841893, Z=32.25908 
Frame 00935 Position: X=8.884419, Y=4.858463, Z=32.31948 
Frame 00936 Position: X=8.88203, Y=4.876451, Z=32.38802 
Frame 00937 Position: X=8.879202, Y=4.89325, Z=32.45889 
Frame 00938 Position: X=8.876509, Y=4.906581, Z=32.52015 
Frame 00939 Position: X=8.872837, Y=4.922116, Z=32.59719 
Frame 00940 Position: X=8.869201, Y=4.93553, Z=32.66837 
Frame 00941 Position: X=8.865549, Y=4.947683, Z=32.73607 
Frame 00942 Position: X=8.861498, Y=4.96013, Z=32.80782 
Frame 00943 Position: X=8.857298, Y=4.97229, Z=32.87928 
Frame 00944 Position: X=8.852673, Y=4.985188, Z=32.95526 
Frame 00945 Position: X=8.848164, Y=4.997571, Z=33.0271 
Frame 00946 Position: X=8.843556, Y=5.010315, Z=33.09867 
Frame 00947 Position: X=8.839472, Y=5.021896, Z=33.16084 
Frame 00948 Position: X=8.834663, Y=5.036124, Z=33.23274 
Frame 00949 Position: X=8.830151, Y=5.050325, Z=33.29918 
Frame 00950 Position: X=8.82542, Y=5.066428, Z=33.36797 
Frame 00951 Position: X=8.821164, Y=5.082324, Z=33.42933 
Frame 00952 Position: X=8.816684, Y=5.100934, Z=33.49352 
Frame 00953 Position: X=8.812593, Y=5.120131, Z=33.55198 
Frame 00954 Position: X=8.808852, Y=5.140134, Z=33.60555 
Frame 00955 Position: X=8.805047, Y=5.163704, Z=33.66034 
Frame 00956 Position: X=8.801648, Y=5.188606, Z=33.70987 
Frame 00957 Position: X=8.798566, Y=5.215784, Z=33.75569 
Frame 00958 Position: X=8.79615, Y=5.241715, Z=33.79261 
Frame 00959 Position: X=8.793608, Y=5.275871, Z=33.83295 
Frame 00960 Position: X=8.791583, Y=5.307418, Z=33.8645 
Frame 00961 Position: X=8.789553, Y=5.34309, Z=33.89503 
Frame 00962 Position: X=8.787727, Y=5.379466, Z=33.92141 
Frame 00963 Position: X=8.786087, Y=5.416544, Z=33.94415 
Frame 00964 Position: X=8.784645, Y=5.453518, Z=33.96327 
Frame 00965 Position: X=8.783304, Y=5.492643, Z=33.98019 
Frame 00966 Position: X=8.781912, Y=5.539775, Z=33.99676 
Frame 00967 Position: X=8.780818, Y=5.583221, Z=34.0089 
Frame 00968 Position: X=8.77987, Y=5.62754, Z=34.01867 
Frame 00969 Position: X=8.779053, Y=5.673015, Z=34.02638 
Frame 00970 Position: X=8.778368, Y=5.719292, Z=34.03219 
Frame 00971 Position: X=8.777858, Y=5.761593, Z=34.03599 
Frame 00972 Position: X=8.777366, Y=5.813997, Z=34.03902 
Frame 00973 Position: X=8.777029, Y=5.863438, Z=34.04051 
Frame 00974 Position: X=8.776801, Y=5.914245, Z=34.04092 
Frame 00975 Position: X=8.77668, Y=5.965625, Z=34.04043 
Frame 00976 Position: X=8.776662, Y=6.018002, Z=34.03925 
Frame 00977 Position: X=8.776741, Y=6.071532, Z=34.03755 
Frame 00978 Position: X=8.776915, Y=6.125478, Z=34.03555 
Frame 00979 Position: X=8.777176, Y=6.180096, Z=34.03342 
Frame 00980 Position: X=8.777524, Y=6.235637, Z=34.03135 
Frame 00981 Position: X=8.777957, Y=6.292223, Z=34.02951 
Frame 00982 Position: X=8.778401, Y=6.34232, Z=34.02825 
Frame 00983 Position: X=8.779267, Y=6.407548, Z=34.02671 
Frame 00984 Position: X=8.780445, Y=6.471003, Z=34.02499 
Frame 00985 Position: X=8.781938, Y=6.537002, Z=34.02291 
Frame 00986 Position: X=8.783718, Y=6.605819, Z=34.02037 
Frame 00987 Position: X=8.785663, Y=6.674231, Z=34.01739 
Frame 00988 Position: X=8.787996, Y=6.750733, Z=34.01347 
Frame 00989 Position: X=8.790121, Y=6.816951, Z=34.00953 
Frame 00990 Position: X=8.792744, Y=6.89586, Z=34.00408 
Frame 00991 Position: X=8.795333, Y=6.971828, Z=33.99798 
Frame 00992 Position: X=8.798126, Y=7.052668, Z=33.99047 
Frame 00993 Position: X=8.800815, Y=7.13018, Z=33.98217 
Frame 00994 Position: X=8.803324, Y=7.20302, Z=33.97325 
Frame 00995 Position: X=8.805889, Y=7.278679, Z=33.9627 
Frame 00996 Position: X=8.80835, Y=7.353258, Z=33.95084 
Frame 00997 Position: X=8.810664, Y=7.4263, Z=33.93761 
Frame 00998 Position: X=8.812929, Y=7.502046, Z=33.92193 
Frame 00999 Position: X=8.81486, Y=7.572086, Z=33.9053 
Frame 01000 Position: X=8.816527, Y=7.639549, Z=33.88699 
Frame 01001 Position: X=8.817825, Y=7.700615, Z=33.86805 
Frame 01002 Position: X=8.818896, Y=7.763978, Z=33.84545 
Frame 01003 Position: X=8.819548, Y=7.821645, Z=33.82156 
Frame 01004 Position: X=8.819782, Y=7.876428, Z=33.79504 
Frame 01005 Position: X=8.819546, Y=7.925881, Z=33.76675 
Frame 01006 Position: X=8.818845, Y=7.97084, Z=33.73618 
Frame 01007 Position: X=8.817762, Y=8.013413, Z=33.70235 
Frame 01008 Position: X=8.816327, Y=8.053695, Z=33.66547 
Frame 01009 Position: X=8.814557, Y=8.091814, Z=33.62567 
Frame 01010 Position: X=8.812741, Y=8.123568, Z=33.58844 
Frame 01011 Position: X=8.810345, Y=8.158474, Z=33.54271 
Frame 01012 Position: X=8.807796, Y=8.189734, Z=33.4969 
Frame 01013 Position: X=8.805031, Y=8.218903, Z=33.44946 
Frame 01014 Position: X=8.802069, Y=8.246107, Z=33.40053 
Frame 01015 Position: X=8.798907, Y=8.271608, Z=33.34994 
Frame 01016 Position: X=8.795412, Y=8.296484, Z=33.29549 
Frame 01017 Position: X=8.791914, Y=8.318564, Z=33.24222 
Frame 01018 Position: X=8.788312, Y=8.338888, Z=33.18836 
Frame 01019 Position: X=8.784601, Y=8.357659, Z=33.13375 
Frame 01020 Position: X=8.780802, Y=8.374941, Z=33.07853 
Frame 01021 Position: X=8.776996, Y=8.390533, Z=33.02381 
Frame 01022 Position: X=8.773165, Y=8.404693, Z=32.96919 
Frame 01023 Position: X=8.769332, Y=8.41748, Z=32.91488 
Frame 01024 Position: X=8.765548, Y=8.428877, Z=32.86148 
Frame 01025 Position: X=8.761808, Y=8.43903, Z=32.80885 
Frame 01026 Position: X=8.758597, Y=8.446926, Z=32.76367 
Frame 01027 Position: X=8.754745, Y=8.455454, Z=32.70935 
Frame 01028 Position: X=8.751323, Y=8.462189, Z=32.66091 
Frame 01029 Position: X=8.748108, Y=8.467813, Z=32.6144 
Frame 01030 Position: X=8.746401, Y=8.470225, Z=32.56942 
Frame 01031 Position: X=8.746534, Y=8.468887, Z=32.52875 
Frame 01032 Position: X=8.748322, Y=8.46377, Z=32.48525 
Frame 01033 Position: X=8.751386, Y=8.455585, Z=32.44441 
Frame 01034 Position: X=8.754972, Y=8.445942, Z=32.40889 
Frame 01035 Position: X=8.760188, Y=8.431427, Z=32.36603 
Frame 01036 Position: X=8.765171, Y=8.416767, Z=32.32926 
Frame 01037 Position: X=8.770765, Y=8.399037, Z=32.28957 
Frame 01038 Position: X=8.776045, Y=8.380527, Z=32.25135 
Frame 01039 Position: X=8.78034, Y=8.363461, Z=32.21775 
Frame 01040 Position: X=8.784894, Y=8.341755, Z=32.17606 
Frame 01041 Position: X=8.787881, Y=8.322886, Z=32.13987 
Frame 01042 Position: X=8.789746, Y=8.304388, Z=32.1037 
Frame 01043 Position: X=8.79026, Y=8.283142, Z=32.06026 
Frame 01044 Position: X=8.788813, Y=8.264399, Z=32.01909 
Frame 01045 Position: X=8.785248, Y=8.247016, Z=31.97703 
Frame 01046 Position: X=8.779225, Y=8.231138, Z=31.93333 
Frame 01047 Position: X=8.770376, Y=8.217146, Z=31.88764 
Frame 01048 Position: X=8.758637, Y=8.205725, Z=31.84087 
Frame 01049 Position: X=8.743559, Y=8.197008, Z=31.792 
Frame 01050 Position: X=8.727017, Y=8.191839, Z=31.74647 
Frame 01051 Position: X=8.702723, Y=8.189308, Z=31.6886 
Frame 01052 Position: X=8.675952, Y=8.191014, Z=31.63263 
Frame 01053 Position: X=8.644591, Y=8.196665, Z=31.5734 
Frame 01054 Position: X=8.609074, Y=8.20549, Z=31.51096 
Frame 01055 Position: X=8.569075, Y=8.217379, Z=31.44456 
Frame 01056 Position: X=8.525234, Y=8.231998, Z=31.37514 
Frame 01057 Position: X=8.477911, Y=8.249069, Z=31.30314 
Frame 01058 Position: X=8.42838, Y=8.267951, Z=31.2303 
Frame 01059 Position: X=8.374937, Y=8.289151, Z=31.15401 
Frame 01060 Position: X=8.319151, Y=8.311932, Z=31.07648 
Frame 01061 Position: X=8.260655, Y=8.336306, Z=30.99713 
Frame 01062 Position: X=8.207353, Y=8.3588, Z=30.92633 
Frame 01063 Position: X=8.141024, Y=8.387001, Z=30.83999 
Frame 01064 Position: X=8.078025, Y=8.413854, Z=30.75963 
Frame 01065 Position: X=8.014493, Y=8.440866, Z=30.68006 
Frame 01066 Position: X=7.94963, Y=8.468248, Z=30.60025 
Frame 01067 Position: X=7.888805, Y=8.493639, Z=30.52666 
Frame 01068 Position: X=7.821215, Y=8.521399, Z=30.44628 
Frame 01069 Position: X=7.756247, Y=8.547498, Z=30.37036 
Frame 01070 Position: X=7.691748, Y=8.5727, Z=30.29631 
Frame 01071 Position: X=7.627826, Y=8.596819, Z=30.22426 
Frame 01072 Position: X=7.565426, Y=8.619368, Z=30.15527 
Frame 01073 Position: X=7.508281, Y=8.638975, Z=30.09332 
Frame 01074 Position: X=7.446249, Y=8.658894, Z=30.02752 
Frame 01075 Position: X=7.388368, Y=8.675918, Z=29.96763 
Frame 01076 Position: X=7.332818, Y=8.690641, Z=29.91176 
Frame 01077 Position: X=7.281044, Y=8.70339, Z=29.86137 
Frame 01078 Position: X=7.225773, Y=8.716061, Z=29.80943 
Frame 01079 Position: X=7.179214, Y=8.725993, Z=29.76719 
Frame 01080 Position: X=7.122831, Y=8.737144, Z=29.71786 
Frame 01081 Position: X=7.071415, Y=8.746511, Z=29.6746 
Frame 01082 Position: X=7.021009, Y=8.755001, Z=29.63374 
Frame 01083 Position: X=6.970027, Y=8.762949, Z=29.59389 
Frame 01084 Position: X=6.919106, Y=8.770313, Z=29.55548 
Frame 01085 Position: X=6.867836, Y=8.777226, Z=29.51812 
Frame 01086 Position: X=6.817259, Y=8.783631, Z=29.48241 
Frame 01087 Position: X=6.768985, Y=8.789439, Z=29.44929 
Frame 01088 Position: X=6.715479, Y=8.795614, Z=29.41351 
Frame 01089 Position: X=6.663152, Y=8.801477, Z=29.37931 
Frame 01090 Position: X=6.612711, Y=8.807045, Z=29.34694 
Frame 01091 Position: X=6.556681, Y=8.813218, Z=29.31152 
Frame 01092 Position: X=6.501354, Y=8.819385, Z=29.27694 
Frame 01093 Position: X=6.4446, Y=8.825861, Z=29.2417 
Frame 01094 Position: X=6.386357, Y=8.832735, Z=29.20564 
Frame 01095 Position: X=6.326455, Y=8.840109, Z=29.16853 
Frame 01096 Position: X=6.264759, Y=8.848078, Z=29.13015 
Frame 01097 Position: X=6.201409, Y=8.856703, Z=29.09047 
Frame 01098 Position: X=6.136821, Y=8.86599, Z=29.04961 
Frame 01099 Position: X=6.06934, Y=8.876245, Z=29.00642 
Frame 01100 Position: X=5.999367, Y=8.887275, Z=28.96167 
Frame 01101 Position: X=5.929444, Y=8.898542, Z=28.91724 
Frame 01102 Position: X=5.859867, Y=8.909941, Z=28.87328 
Frame 01103 Position: X=5.773596, Y=8.924267, Z=28.8191 
Frame 01104 Position: X=5.691334, Y=8.938073, Z=28.76778 
Frame 01105 Position: X=5.608195, Y=8.952124, Z=28.71622 
Frame 01106 Position: X=5.522189, Y=8.966722, Z=28.66321 
Frame 01107 Position: X=5.435247, Y=8.981508, Z=28.60997 
Frame 01108 Position: X=5.346414, Y=8.99661, Z=28.55594 
Frame 01109 Position: X=5.256693, Y=9.011822, Z=28.50175 
Frame 01110 Position: X=5.167284, Y=9.026905, Z=28.44815 
Frame 01111 Position: X=5.08894, Y=9.040035, Z=28.40154 
Frame 01112 Position: X=4.992171, Y=9.056101, Z=28.34443 
Frame 01113 Position: X=4.904492, Y=9.070475, Z=28.29319 
Frame 01114 Position: X=4.822915, Y=9.083656, Z=28.24597 
Frame 01115 Position: X=4.734005, Y=9.097765, Z=28.19507 
Frame 01116 Position: X=4.650314, Y=9.110748, Z=28.14775 
Frame 01117 Position: X=4.578226, Y=9.121655, Z=28.10752 
Frame 01118 Position: X=4.492003, Y=9.134295, Z=28.06012 
Frame 01119 Position: X=4.415684, Y=9.145035, Z=28.01894 
Frame 01120 Position: X=4.346769, Y=9.154291, Z=27.98249 
Frame 01121 Position: X=4.273528, Y=9.163559, Z=27.94466 
Frame 01122 Position: X=4.205842, Y=9.17147, Z=27.91074 
Frame 01123 Position: X=4.142643, Y=9.178112, Z=27.88033 
Frame 01124 Position: X=4.083035, Y=9.183566, Z=27.85323 
Frame 01125 Position: X=4.026995, Y=9.18791, Z=27.8293 
Frame 01126 Position: X=3.973253, Y=9.191309, Z=27.80787 
Frame 01127 Position: X=3.922652, Y=9.193783, Z=27.78912 
Frame 01128 Position: X=3.87413, Y=9.195471, Z=27.7725 
Frame 01129 Position: X=3.828421, Y=9.196445, Z=27.75806 
Frame 01130 Position: X=3.789057, Y=9.196815, Z=27.74656 
Frame 01131 Position: X=3.742441, Y=9.196732, Z=27.73399 
Frame 01132 Position: X=3.698058, Y=9.196188, Z=27.72296 
Frame 01133 Position: X=3.657712, Y=9.195375, Z=27.71358 
Frame 01134 Position: X=3.61696, Y=9.19434, Z=27.70455 
Frame 01135 Position: X=3.579224, Y=9.193278, Z=27.69641 
Frame 01136 Position: X=3.537844, Y=9.192106, Z=27.68754 
Frame 01137 Position: X=3.497955, Y=9.191073, Z=27.67882 
Frame 01138 Position: X=3.461431, Y=9.190294, Z=27.67053 
Frame 01139 Position: X=3.418398, Y=9.18967, Z=27.66022 
Frame 01140 Position: X=3.378795, Y=9.189442, Z=27.65007 
Frame 01141 Position: X=3.330629, Y=9.189678, Z=27.63674 
Frame 01142 Position: X=3.289296, Y=9.190369, Z=27.62437 
Frame 01143 Position: X=3.236783, Y=9.191916, Z=27.60736 
Frame 01144 Position: X=3.18854, Y=9.193996, Z=27.59047 
Frame 01145 Position: X=3.132843, Y=9.197164, Z=27.56948 
Frame 01146 Position: X=3.079775, Y=9.200855, Z=27.54805 
Frame 01147 Position: X=3.025586, Y=9.204895, Z=27.52476 
Frame 01148 Position: X=2.962747, Y=9.209797, Z=27.49626 
Frame 01149 Position: X=2.897999, Y=9.215064, Z=27.46559 
Frame 01150 Position: X=2.833599, Y=9.220497, Z=27.43406 
Frame 01151 Position: X=2.767451, Y=9.226263, Z=27.40084 
Frame 01152 Position: X=2.699468, Y=9.232369, Z=27.36605 
Frame 01153 Position: X=2.631219, Y=9.238672, Z=27.33065 
Frame 01154 Position: X=2.561438, Y=9.245287, Z=27.29416 
Frame 01155 Position: X=2.495647, Y=9.251677, Z=27.25961 
Frame 01156 Position: X=2.4228, Y=9.258919, Z=27.22136 
Frame 01157 Position: X=2.351702, Y=9.266156, Z=27.1842 
Frame 01158 Position: X=2.288483, Y=9.272732, Z=27.15141 
Frame 01159 Position: X=2.21506, Y=9.280537, Z=27.1138 
Frame 01160 Position: X=2.141977, Y=9.288489, Z=27.07703 
Frame 01161 Position: X=2.072542, Y=9.296221, Z=27.04289 
Frame 01162 Position: X=2.003085, Y=9.304134, Z=27.00971 
Frame 01163 Position: X=1.938416, Y=9.311676, Z=26.97987 
Frame 01164 Position: X=1.868671, Y=9.320009, Z=26.94907 
Frame 01165 Position: X=1.802895, Y=9.328076, Z=26.92159 
Frame 01166 Position: X=1.739137, Y=9.336109, Z=26.89671 
Frame 01167 Position: X=1.684847, Y=9.343135, Z=26.87714 
Frame 01168 Position: X=1.619825, Y=9.351803, Z=26.85606 
Frame 01169 Position: X=1.562232, Y=9.359747, Z=26.84001 
Frame 01170 Position: X=1.506538, Y=9.367991, Z=26.82722 
Frame 01171 Position: X=1.453888, Y=9.376626, Z=26.81773 
Frame 01172 Position: X=1.402186, Y=9.385899, Z=26.81093 
Frame 01173 Position: X=1.355618, Y=9.394909, Z=26.807 
Frame 01174 Position: X=1.308706, Y=9.404591, Z=26.80515 
Frame 01175 Position: X=1.260524, Y=9.415118, Z=26.80541 
Frame 01176 Position: X=1.218032, Y=9.424839, Z=26.80739 
Frame 01177 Position: X=1.177029, Y=9.434547, Z=26.81077 
Frame 01178 Position: X=1.129576, Y=9.446093, Z=26.81631 
Frame 01179 Position: X=1.087206, Y=9.456584, Z=26.82254 
Frame 01180 Position: X=1.044379, Y=9.467255, Z=26.82985 
Frame 01181 Position: X=1.001851, Y=9.477802, Z=26.83784 
Frame 01182 Position: X=0.9617526, Y=9.487601, Z=26.84581 
Frame 01183 Position: X=0.9180358, Y=9.498004, Z=26.85469 
Frame 01184 Position: X=0.8806698, Y=9.506577, Z=26.8622 
Frame 01185 Position: X=0.8343192, Y=9.516697, Z=26.87111 
Frame 01186 Position: X=0.7910193, Y=9.525541, Z=26.87875 
Frame 01187 Position: X=0.7469518, Y=9.533864, Z=26.8856 
Frame 01188 Position: X=0.701291, Y=9.5417, Z=26.89149 
Frame 01189 Position: X=0.6549374, Y=9.548796, Z=26.89603 
Frame 01190 Position: X=0.6067976, Y=9.55522, Z=26.89906 
Frame 01191 Position: X=0.563378, Y=9.560183, Z=26.90022 
Frame 01192 Position: X=0.5084676, Y=9.565342, Z=26.8995 
Frame 01193 Position: X=0.4561746, Y=9.569173, Z=26.8965 
Frame 01194 Position: X=0.4018789, Y=9.572308, Z=26.89108 
Frame 01195 Position: X=0.3463376, Y=9.574757, Z=26.88354 
Frame 01196 Position: X=0.2894791, Y=9.576569, Z=26.87412 
Frame 01197 Position: X=0.2315544, Y=9.577778, Z=26.86311 
Frame 01198 Position: X=0.1735336, Y=9.578419, Z=26.85096 
Frame 01199 Position: X=0.1147943, Y=9.578552, Z=26.8378 
Frame 01200 Position: X=0.0552153, Y=9.578216, Z=26.82386 
Frame 01201 Position: X=-0.001554668, Y=9.577501, Z=26.81023 
Frame 01202 Position: X=-0.06384325, Y=9.576323, Z=26.79514 
Frame 01203 Position: X=-0.1214289, Y=9.574906, Z=26.78129 
Frame 01204 Position: X=-0.184724, Y=9.573029, Z=26.7664 
Frame 01205 Position: X=-0.2465774, Y=9.570908, Z=26.75243 
Frame 01206 Position: X=-0.3087247, Y=9.56853, Z=26.73924 
Frame 01207 Position: X=-0.3701849, Y=9.565968, Z=26.72726 
Frame 01208 Position: X=-0.4314582, Y=9.563238, Z=26.71665 
Frame 01209 Position: X=-0.4929058, Y=9.560358, Z=26.70761 
Frame 01210 Position: X=-0.5529085, Y=9.557436, Z=26.70063 
Frame 01211 Position: X=-0.6128821, Y=9.554441, Z=26.6958 
Frame 01212 Position: X=-0.6643055, Y=9.551838, Z=26.69363 
Frame 01213 Position: X=-0.7267053, Y=9.548668, Z=26.69382 
Frame 01214 Position: X=-0.7834628, Y=9.545808, Z=26.69711 
Frame 01215 Position: X=-0.8392108, Y=9.543056, Z=26.7037 
